,0,1,2,3,4,5
7466,SUPER SERVICIO EL QUINTO S.A. DE C.V.,"CARR. VALLES- TAMPICO KM.3.600, ENTRE CALLE 8 Y CALLE 2, COLONIA , CP ",3538,2016-08-25,22,0
7467,"SUPER SERVICIO VALLE DEL MAIZ, SA DE CV","CARR. FEDERAL TAMPICO-BARRA NAVIDAD KM.111.500, COLONIA ., CP 79300",4643,2016-08-25,10,2
7468,"SUPER SERVICIO VALLE DEL MAIZ, S.A. DE C.V.","BLVD. MIGUEL BARRAGAN ESQ. LAS FLORES S/N, COLONIA LAS ALAZANAS, CP 79300",8024,2016-08-25,8,0
7469,JUVENAL DIAZ DIAZ,"CARR. FEDERAL 70 RIOVERDE-SAN LUIS POTOSI KM 186+000, COLONIA ., CP 79610",5390,2016-08-24,0,0
7470,"GA SERVICIOS CENTENARIO, S.A. DE C.V."," CENTENARIO No. 430, COLONIA CENTRO, CP 79610",5403,2016-08-24,8,0
7471,"ENERGETICOS DE RIOVERDE, S.A. DE C.V.","PROLONGACION BLVD. CARLOS JONGUITUD BARRIOS 2050, COLONIA S/C, CP 79613",8342,2016-08-24,16,2
7472,"SERVICIO ACCESO NORTE, S.A. DE C.V.","ACCESO NORTE LOTE 3, COLONIA FRACC. SAN ANTONIO, CP 78433",10241,2016-08-23,12,0
7473,"COMBUSTIBLES LA PURISIMA, S.A. DE C.V.","CARRETERA SAN LUIS POTOSI – ZACATECAS 1255, COLONIA , CP ",11090,2016-08-23,16,2
7474,GOMEZ AVILA EMELIA MARIA JUVENTINA,"CARR. A ZACATECAS KM 10-450, COLONIA Sin Colonia, CP 78116",2303,2016-08-22,30,2
7475,"DORADO MOTORS, SA DE CV","PERIFERICO PONIENTE N 150, COLONIA LA LOMA, CP 78110",4963,2016-08-22,16,1
7476,"SERVICIO TATANACHO, S.A. DE C.V.","AV. HIMNO NACIONAL 545, COLONIA CENTRO, CP 78269",6945,2016-08-22,16,0
7477,"COMBUSTIBLES Y LUBRICANTES MORENO, S. DE R. L. DE C.V.","CARRETERA FEDERAL NUM. 80 KM. 33+300, COLONIA , CP ",10453,2016-07-15,10,1
7478,"GRUPO GASOLINERO ROVOL, S.A. DE C.V.","AVENIDA BENITO JUAREZ L04 M48 # 3305, COLONIA EJIDAL LIBERTAD, CP 78421",12803,2016-07-14,20,0
7479,"SERVICIO ACCESO NORTE, S.A. DE C.V.","ACCESO NORTE LOTE 3, COLONIA FRACC. SAN ANTONIO, CP 78433",10241,2016-07-13,0,0
7480,"RAYO GAS, S. A. DE C. V.","CARRETERA RIO VERDE # 2204, COLONIA FRACCIONAMIENTO LOS GOMEZ, CP 78438",12057,2016-07-13,14,0
7481,"COMBURED, S. A. DE C. V.","ANILLO PERIFERICO KM. 20+100 # 5780, COLONIA FRACC. RIVERA, CP 78430",12365,2016-07-13,16,2
7482,"SERVICIO DEL MONTE, S.A. DE C.V.","KM. 4+500 CARR. FEDERAL 57 SLP-MEX, COLONIA S/C, CP 78000",7742,2016-07-12,16,3
7483,AGENCIA DE COMBUSTIBLES Y LUBRICANTES EL MORRO S. A. DE C. V.,"VALENTIN AMADOR NUMERO 500, COLONIA EL MORRO, CP 78434",9472,2016-07-12,14,2
7484,"GASOLEDAD, S.A. DE C.V.","MELCHOR OCAMPO NO. 505, COLONIA CENTRO, CP 78430",9629,2016-07-12,16,6
7485,FRANCISCO ELIZONDO MENDOZA,"CARR. SAN LUIS POTOSI-TORREON KM. 5.447, COLONIA SAN ANGEL 3A. SECCION, CP 78129",6270,2016-07-11,12,0
7486,"SERVICIO RELAMPAGO, S.A. DE C.V.","ARTICULO 123 NO. 100, COLONIA EL POLVORIN, CP 78300",7004,2016-07-11,24,2
7487,"SUPER SERVICIO DEL POTOSI, S. A. DE C. V.","AV. BENITO JUAREZ # 3935, COLONIA GRANJAS LAS MERCEDES, CP 78421",12267,2016-07-09,18,0
7488,"AUTOSERVICIO HIMNO NACIONAL, S.A. DE C.V.","HIMNO NACIONAL No. 4265, COLONIA HIMNO NACIONAL, CP 78340",7222,2016-07-08,8,4
7489,"GASOLINERA ISRAEL 57, S.A. DE C.V.","AV. BENITO JUAREZ NO. 1975, COLONIA FRACC. RESIDENCIAL LAS CUMBRES, CP 78343",10231,2016-07-08,16,1
7490,"SUPER GAS DALIAS, S.A. DE C.V.","DALIAS NO. 1100, COLONIA FRACC. JARDINES DEL SUR, CP 78399",10551,2016-07-08,12,2
7491,"SUPER SERVICIO ABASTOS, SA DE CV","ABARROTES NO.210, COLONIA ABASTOS, CP 78280",5952,2016-07-07,18,1
7492,"SERVICIOS GASOLINEROS DE MEXICO, SA DE CV","AV MU#OZ NO. 205, COLONIA VILLA CAMPESTRE, CP 78190",4955,2016-07-06,24,2
7493,"COMBURED, S.A. DE C.V.","PERIFERICO SUR KM. 10, COLONIA EL AGUAJE, CP 78000",5684,2016-07-06,28,2
7494,"GUERRA MOTORS, S.DE R.L. DE C.V.","AV 20 DE NOVIEMBRE N 1825, COLONIA BARRIO DE TLAXCALA, CP 78030",2280,2016-07-05,44,5
7495,JESUS MANUEL TENOCH GONZALEZ MARTINEZ,"KM 0.7 SAN LUIS POTOSI-GUADALAJARA, COLONIA LAS LOMAS, CP 78210",2281,2016-07-05,20,1
7496,"SUPER ESTACION DE ALBA, S.A. DE C.V.","PROL MU#OZ N 401, COLONIA FRACCIONAMIENTO MU#OZ, CP 78160",2276,2016-07-04,24,2
7497,ROMATAM S.A. DE C.V.,"BOULEVARD 20 DE NOVIEMBRE NO. 509-2, COLONIA BARRIO SAN MIGUEL, CP 79960",9369,2016-04-25,20,4
7498,"MULTISERVICIO TAMAZUNCHALE, S.A. DE C.V.","PROLONGACION 20 DE NOVIEMBRE NO. 6, COLONIA BARRIO DEL CARMEN, CP 79960",10126,2016-04-25,14,4
7499,"SERVICIO XILITLA, SA DE CV","CARRETERA XLITLA-SAN JUAN DE RIO S/N  ESQ. CALLE 1 A, COLONIA JARDIN, CP 79902",3699,2016-04-24,10,1
7500,"ENERGETICOS DE TAMAZUNCHALE, SA DE CV","CARRT. A ORIZATLAN HIDALGO KM 2.7, COLONIA , CP ",6348,2016-04-24,20,4
7501,SERVICIO SAN MARTIN VIC SA DE CV,"JUSTO SIERRA NO. 26, COLONIA BARRIO LOS CUES, CP 79950",9689,2016-04-24,8,2
7502,"ENERGETICOS DE TAMUIN, S.A. DE C.V.","BENITO JUAREZ S/N, COLONIA PUEBLO NUEVO, CP 79200",6541,2016-04-23,12,4
7503,"ESTACION DE SERVICIOS AXTLA, S.A. DE C.V.","CARRETERA MEXICO-LAREDO KM. 305 S/N, COLONIA , CP ",8437,2016-04-23,10,3
7504,"SUPER SERVICIO GARZAS BLANCAS, S.A. DE C.V.","CARRETERA 85 MEXICO.LAREDO KM. 305+620, COLONIA , CP ",8864,2016-04-23,10,2
7505,"SERVICIO D’OLIVA, SA DE CV","CARRET.  VALLES-RIO VERDE ESQ. CON COLOMBIA , COLONIA CUAUHTEMOC, CP 79040",3026,2016-04-22,18,3
7506,"AUTO EXPRESS TAMUIN, S. A. DE C. V.","CARRETERA VALLES-TAMPICO KM. 31, COLONIA HIDALGO, CP 79200",3277,2016-04-22,16,16
7507,"COMBUSTIBLES Y LUBRICANTES EL PUENTE, S.A. DE C.V.","CARRT. CD. VALLES-EL NARANJO KM. 37+500, COLONIA , CP ",7432,2016-04-22,6,3
7508,"ENERGETICOS DE VALLES, SA DE CV","AVE. MEXICO LAREDO Y CARRET.VALLES RIO VERDE 1100, COLONIA MORELOS, CP 79000",1270,2016-04-21,20,4
7509,"GASOLIVA, SA DE CV","CARRETERA NACIONAL MEXICO-LAREDO 30 A, COLONIA ZONA CENTRO, CP 79000",1271,2016-04-21,8,1
7510,"ENERGETICOS DE LA HUASTECA, SA DE CV","CARRETERA MEXICOSUR S/N , COLONIA HIDALGO, CP 79080",1279,2016-04-21,16,4
7511,AUTOSERVICIOS EL CERRITO DE LA CRUZ S.A. DE C.V.,"CARRETERA CIUDAD VALLES-SAN LUIS POTOSI (MEX 70) KM 103.71 MARGEN DERECHO, COLONIA , CP ",11236,2016-04-21,14,3
7512,"GASOLINERA JUAREZ Y COMPA%IA, SA DE CV","CALZADA DE GUADALUPE N 1195, COLONIA SAN JUAN DE GUADALUPE, CP 78350",2275,2016-04-20,32,6
7513,"GASOLINERA EL POZO 1901, S. A. DE C. V.","PLATA # 1, COLONIA ., CP 78551",10958,2016-04-20,10,2
7514,"GASOLINERA OMEGA MATEHUALA I, S.A. DE C.V.","LIB. MATEHUALA KM 187+436 LADO DERECHO, COLONIA , CP ",8354,2016-04-19,10,4
7515,"GASOLINERA OMEGA MATEHUALA II, S.A. DE C.V.","LIB. MATEHUALA KM 187+436 LADO IZQUIERDO, COLONIA , CP ",8355,2016-04-19,10,2
7516,PAULA BANDA GAITAN,"HIDALGO NO. 51 A, COLONIA CENTRO, CP 78540",9211,2016-04-19,4,2
7517,"SERVICIOS POCA LUZ, SA DE CV","LIBRAMIENTO FLORES MAGON N 485 NORTE, COLONIA S/C, CP 78520",4321,2016-04-18,10,2
7518,LUIS PEREZ GARCIA,"PROLONGACION INDEPENDENCIA NUMERO 3426, COLONIA RANCHO SAN RAMON, CP 78790",6260,2016-04-18,8,3
7519,JATE$O ORIENTE S.A. DE C.V.,"PROLONGACION MATAMOROS NO. 1101, COLONIA ZONA PERIFERIA, CP 78740",7528,2016-04-18,14,4
7520,JOSE RAUL PUENTE CORDOVA,"CARRETERA CEDRAL-MATEHUALA KM 1, COLONIA CENTRO, CP 78520",2282,2016-04-17,10,3
7521,"SUPER SERVICIO VALLE DEL MAIZ, S.A. DE C.V.","BLVD. MIGUEL BARRAGAN ESQ. LAS FLORES S/N, COLONIA LAS ALAZANAS, CP 79300",8024,2016-04-17,0,0
7522,"COMBUSTIBLES DE CIUDAD DEL MAIZ, S.A. DE C.V.","CARRETERA 101 ENTRONQUE TULA-CD VICTORIA KM 1.13, COLONIA , CP ",11937,2016-04-17,0,0
7523,"GRUPO LITROMEX, S.A. DE C.V.","JUAREZ Y 2 DE ABRIL, COLONIA CENTRO, CP 79380",3068,2016-04-16,4,1
7524,"SUPER SERVICIO VALLE DEL MAIZ, SA DE CV","CARR. FEDERAL TAMPICO-BARRA NAVIDAD KM.111.500, COLONIA ., CP 79300",4643,2016-04-16,0,0
7525,"AUTOSERVICIO ANAYA, SA DE CV","CARRETERA CARDENAS-RAYON KM 0.850, COLONIA , CP ",4875,2016-04-16,10,4
7526,LOBO SABIO S.A. DE C.V.,"MORELOS NO. 6, COLONIA CENTRO, CP 79380",11703,2016-04-16,12,2
7527,COMBUSTIBLES CASTILLA S.A DE C.V.,"MORELOS NO. 935, COLONIA S/C, CP 79650",7060,2016-04-15,16,4
7528,"COMBUSTIBLES BARRIO 3, S.A. DE C.V.","CAMINO VECINAL AL JABALI KM 1, COLONIA BARRIO 3, CP 79660",10513,2016-04-15,10,3
7529,"SUPER SERVICIO CERRITOS, SA DE CV","NICOLAS BRAVO # 11, COLONIA CENTRO, CP 79402",2283,2016-04-14,14,3
7530,"SERVICIO SANTA GERTRUDIS, S.A. DE C.V.","BOULEVARD MANUEL GOMEZ MORIN KM. 1.14 PONIENTE, COLONIA AURORA, CP .",9285,2016-04-14,16,4
7531,GONZALEZ PARRA RAYMUNDO,"CAPITAN MANUEL PALAU S/N, COLONIA Sin Colonia, CP 78400",7694,2016-04-13,4,2
7532,"ESTACION MORALES SAUCITO, S.A. DE C.V.","AV. MORALES SAUCITO NUM. 2425, COLONIA FRACCION DE LA LOMA, CP 78147",10490,2016-04-13,12,1
7533,"SUPER SERVICIO CLOUTHIER, S.A. DE C.V.","HIMNO NACIONAL NUM. 1901, COLONIA TANGAMANGA, CP 78269",8379,2016-04-12,16,2
7534,"COMBURED, S. A. DE C. V.","SIRCONO # 1090, COLONIA FRACC. VALLE DORADA, CP 78399",11106,2016-04-12,16,1
7535,"COMBUSTIBLES Y LUBRICANTES DE VENADO, S.A. DE C.V.","CARR. VENADO-MOCTEZUMA KM. 0+150, COLONIA Sin Colonia, CP 78920",4476,2015-12-07,10,1
7536,"SUPER SERVICIO MEXQUITIC, SA DE CV","CARRET. SAN LUIS-TORREON KM 24.1, COLONIA Sin Colonia, CP 78430",5224,2015-12-07,12,1
7537,"SERVICIO NAVA MEDRANO, SA DE CV","CA MATAMOROS N 402 ORIENTE, COLONIA CENTRO, CP 78700",2296,2015-12-06,14,1
7538,LUIS PEREZ GARCIA,"PROLONGACION INDEPENDENCIA NUMERO 3426, COLONIA RANCHO SAN RAMON, CP 78790",6260,2015-12-06,8,1
7539,"AUTOSERVICIO TELLO, S.A. DE C.V.","CARRETERA FEDERAL 69 JALPAN-RIOVERDE KM.99+200, COLONIA , CP ",9221,2015-12-06,10,2
7540,"GASOLIVA, SA DE CV","CARRETERA NACIONAL MEXICO-LAREDO 30 A, COLONIA ZONA CENTRO, CP 79000",1271,2015-12-04,8,0
7541,"ENERGETICOS DEL PUERTO RAYON, S. DE R.L. DE C.V.","AV. MIGUEL HIDALGO NO. 17, COLONIA CENTRO, CP 79740",10031,2015-12-04,10,0
7542,AUTOSERVICIOS EL CERRITO DE LA CRUZ S.A. DE C.V.,"CARRETERA CIUDAD VALLES-SAN LUIS POTOSI (MEX 70) KM 103.71 MARGEN DERECHO, COLONIA , CP ",11236,2015-12-04,0,0
7543,"ENERGETICOS DE VALLES, SA DE CV","CARRETERA MEXICO-LAREDO NO. 1100, COLONIA MORELOS, CP 79000",1270,2015-12-03,20,1
7544,"COXOL GASOLINAS, S.A. DE C.V.","CA FRANCISCO I MADERO N 40, COLONIA CENTRO, CP 79800",3010,2015-12-03,5,1
7545,SERVICIO SAN MARTIN VIC SA DE CV,"JUSTO SIERRA NO. 26, COLONIA BARRIO LOS CUES, CP 79950",9689,2015-12-03,0,0
7546,"SILBEN, SA DE CV","CARRETERA MEXICO-LAREDO KM 366.5, COLONIA HUERTA ACONTLA, CP 79960",1276,2015-12-02,20,0
7547,"SUPER SERVICIO FERMACAR, S.A. DE C.V.","PERIFERICO SUR KM. 10, COLONIA EL AGUAJE, CP 78000",5684,2015-09-14,28,0
7548,"SERVICIO EL MILAGRO, S.A. DE C.V.","ANILLO PERIFERICO ORIENTE KM. 19+700, COLONIA SOLEDAD DE GRACIANO SANCHEZ, CP 78430",6421,2015-09-14,16,2
7549,"ESTACIONES DE SERVICIO, S.A. DE C.V.","AV BENITO JUAREZ NO. 57, COLONIA MAYAMIL, CP 78070",2278,2015-08-21,24,0
7550,"COMBURED, S. A. DE C. V.","CARRETERA CENTRAL KM.420, COLONIA ZONA INDUSTRIAL, CP 78399",2888,2015-08-21,22,0
7551,"SERVICIO CORONA, SA DE CV","CA EMILIANO ZAPATA SALAZAR N 115, COLONIA LA LIBERTAD, CP 78394",5189,2015-08-21,22,0
7552,"COMBUSTIBLES Y LUBRICANTES POTOSINOS, S.A. DE C.V.","SCOP NO. 805, COLONIA BUROCRATA, CP 78270",2277,2015-08-20,16,0
7553,"GASO INN, S.A. DE C.V.","HIMNO NACIONAL NO. 2187, COLONIA TUNA MANSA, CP 78269",6609,2015-08-20,16,0
7554,"SERVIFAST DE SAN LUIS, S. A. DE C. V.","PERIFERICO ORIENTE NO. 741, COLONIA LA LOMA DE SANTIAGO DEL RIO, CP 78129",6718,2015-08-20,15,2
7555,"KOPLA, S.A. DE C.V.","AV. DR. SALVADOR NAVA MARTINEZ 3200, COLONIA CUITLAHUAC, CP 78270",7440,2015-08-19,12,0
7556,"COMVALE DE MEXICO, S.A. DE C.V.","AV. CHAPULTEPEC NO. 1090, COLONIA FRACC. COLINAS DEL PARQUE, CP 78299",7918,2015-08-19,12,1
7557,GASO INN S.A. DE C.V.,"REFORMA N0. 1153, COLONIA CENTRO, CP 78000",8090,2015-08-19,12,2
7558,COMBUSTIBLES ARAIZA S.A. DE C.V.,"AV PEDRO MORENO N 909, COLONIA SAN JUAN, CP 78170",4017,2015-08-18,12,0
7559,"SUPER SERVICIO JAPE, SA DE CV","GOLFO DE MEXICO N. 112, COLONIA FRACC. SANTA FE, CP 78070",5740,2015-08-18,12,3
7560,"SUPER GASOLINERA VALE, S.A. DE C.V.","CARR. SAN FELIPE ENT. CARR. QRO-SLP-KM. 151+700, COLONIA , CP ",10255,2015-08-18,10,2
7561,"SUPER SERVICIO BOULEVARD, SA DE CV","AV NEREO RODRIGUEZ BARRAGAN N 450, COLONIA DEL VALLE, CP 78200",5059,2015-08-17,10,1
7562,"HIDROSINA PLUS, SA DE CV","AVENIDA SALVADOR NAVA NUM. 405, COLONIA FRACCIONAMIENTO CENTRAL, CP 78399",6109,2015-08-17,4,0
7563,"KOPLA, S.A. DE C.V.","MOCTEZUMA # 1090, COLONIA BARRIO DE TLAXCALA, CP 78299",7159,2015-08-17,12,6
7564,MARTINEZ GARCIA RAYMUNDO,"CL NI#OS HEROES N 22, COLONIA CENTRO, CP 78900",3309,2015-07-15,10,2
7565,FELICIANO MORENO CERDA,"COLON Y CARRT. SAN LUIS-CHARCAS MARG IZQUIERDO, COLONIA Sin Colonia, CP 78900",5735,2015-07-15,10,0
7566,"PROVEEDORA VIAL DE COMBUSTIBLES, S. A. DE C. V.","CARRETERA FED. SAN LUIS POTOSI-ZACATECAS KM.29+657, COLONIA , CP ",10923,2015-07-15,16,2
7567,"GASOLINERA DORADO, SA DE CV","CAPITAN CALDERA NO. 10, COLONIA BARRIO DE TEQUISQUIAPAN, CP 78220",6247,2015-07-14,12,2
7568,"AUTOSERVICIO HIMNO NACIONAL, S.A. DE C.V.","HIMNO NACIONAL No. 4265, COLONIA HIMNO NACIONAL, CP 78340",7222,2015-07-14,8,3
7569,"COMBUSTIBLES Y SERVICIOS DE MATEHUALA, S.A. DE C.V","CA LAS AMERICAS N 707, COLONIA SIN COLONIA, CP 78700",2294,2015-07-12,16,1
7570,"SERVICIO NAVA MEDRANO, SA DE CV","CA MATAMOROS N 402 ORIENTE, COLONIA CENTRO, CP 78700",2296,2015-07-12,0,0
7571,"COMBURED, S.A. DE C.V.","CARRETERA MATEHUALA-SALTILLO KM 5.5, COLONIA LA AVIACION, CP 78700",2297,2015-07-12,10,1
7572,"ENERGETICOS DE RIOVERDE, S.A. DE C.V.","PROLONGACION BLVD. CARLOS JONGUITUD BARRIOS 2050, COLONIA S/C, CP 79610",8342,2015-07-11,16,1
7573,"AUTOSERVICIO TELLO, S.A. DE C.V.","CARRETERA FEDERAL 69 JALPAN-RIOVERDE KM.99+200, COLONIA , CP ",9221,2015-07-11,0,0
7574,GOMEZ AVILA EMELIA MARIA JUVENTINA,"CARR. A ZACATECAS KM 10-450, COLONIA Sin Colonia, CP 78116",2303,2015-07-10,30,2
7575,MA.ROSALINA ROSALES MORIN Y COOPROPIETARIOS,"CARRETERA MEXICO-PIEDRAS NEGRAS KM.473-860, COLONIA Sin Colonia, CP 78960",2309,2015-07-10,10,5
7576,"SUPER GASOLINERA GUERRERO, S.A. DE C.V.","CARR.57 TRAMO SAN LUIS MATEHUALA KM.60+300 EJ.SAN, COLONIA , CP ",4507,2015-07-10,16,2
7577,"GUERRA MOTORS, S.DE R.L. DE C.V.","AV 20 DE NOVIEMBRE N 1825, COLONIA BARRIO DE TLAXCALA, CP 78030",2280,2015-07-09,44,4
7578,JESUS MANUEL TENOCH GONZALEZ MARTINEZ,"KM 0.7 SAN LUIS POTOSI-GUADALAJARA, COLONIA LAS LOMAS, CP 78210",2281,2015-07-09,20,0
7579,XAVIER DE LEON REYES,"CA MANUEL DOBLADO S/N, COLONIA CENTRO, CP 78600",2300,2015-05-13,12,3
7580,"SERVICIO VILLA DE ARISTA, S.A. DE C.V.","CARR VILLA DE ARISTA-MOCTEZUMA KM 1.2, COLONIA , CP ",3000,2015-05-13,6,2
7581,"SUPER ESTACION MEXQUITIC, S.A. DE C.V.","CARRETERA FEDERAL SAN LUIS ZATECAS # 207, COLONIA , CP ",10305,2015-05-13,12,0
7582,RICARDO MENDOZA DIEZ,"CARRETERA LOS CHARCOS KM1, COLONIA CENTRO, CP 78570",2264,2015-05-12,6,0
7583,"MULTISERVICIOS LA CENTRAL 57, S.A. DE C.V.","KM.135 CARR. 57 S.L.P.-MATEHUALA, COLONIA , CP ",3812,2015-05-12,18,18
7584,"COMBUSTIBLES Y LUBRICANTES DE VENADO, S.A. DE C.V.","CARR. VENADO-MOCTEZUMA KM. 0+150, COLONIA Sin Colonia, CP 78920",4476,2015-05-12,10,0
7585,"SERVICIO NAVA MEDRANO, SA DE CV","CA MATAMOROS N 402 ORIENTE, COLONIA CENTRO, CP 78700",2296,2015-05-11,0,0
7586,"SERVICIO NARU, SA DE CV","CARRT. CENTRAL 57 SLP-MATEHUALA KM 179+605 # 3805, COLONIA , CP ",6414,2015-05-11,16,4
7587,"SERVICIOS RODRIGUEZ EGUIA, S.A. DE C.V.","CARRETERA 57 KM. 14.5, COLONIA , CP ",9599,2015-05-11,10,1
7588,"COMBUSTIBLES Y LUBRICANTES DIAMANTE, S.A. DE C.V.","CARRETERA SAN LUIS-MATEHUALA KM. 1.5, COLONIA FRACC. LAS PALMAS, CP 78435",6436,2015-05-10,22,3
7589,"SUPER SERVICIO CERRITOS, SA DE CV","NICOLAS BRAVO # 11, COLONIA CENTRO, CP 79402",2283,2015-05-09,14,14
7590,FRANCISCO ELIZONDO MENDOZA,"CARR. SAN LUIS POTOSI-TORREON KM. 5.447, COLONIA SAN ANGEL 3A. SECCION, CP 78129",6270,2015-05-09,12,4
7591,"SERVICIO SANTA GERTRUDIS, S.A. DE C.V.","BOULEVARD MANUEL GOMEZ MORIN KM. 1.14 PONIENTE, COLONIA AURORA, CP .",9285,2015-05-09,16,1
7592,"SUPER SERVICIO ABASTOS, SA DE CV","ABARROTES NO.210, COLONIA ABASTOS, CP 78280",5952,2015-05-08,18,4
7593,JUVENAL DIAZ TORRES,"CARR. FEDERAL 70 RIOVERDE-SAN LUIS POTOSI KM 186+000, COLONIA ., CP 79610",5390,2015-03-13,6,4
7594,"GA SERVICIOS CENTENARIO, S.A. DE C.V.","CA CENTENARIO No. 430, COLONIA CENTRO, CP 79610",5403,2015-03-13,8,0
7595,"NAVA, S.A. DE C.V.","CA HIDALGO N 312 SUR, COLONIA CENTRO, CP 78700",2293,2015-03-12,8,1
7596,SUPER SERVICIO 5 DE MAYO S.A. DE C.V.,"CARRETERA MATEHUALA,SAN LUIS KM.1, COLONIA , CP ",2295,2015-03-12,16,5
7597,LUIS PEREZ GARCIA,"PROLONGACION INDEPENDENCIA NUMERO 3426, COLONIA RANCHO SAN RAMON, CP 78790",6260,2015-03-12,0,0
7598,"SILBEN, SA DE CV","CARRETERA MEXICO-LAREDO KM 366.5, COLONIA HUERTA ACONTLA, CP 79960",1276,2015-03-11,0,0
7599,"SUPER ESTACION DE ALBA, S.A. DE C.V.","PROL MU#OZ N 401, COLONIA FRACCIONAMIENTO MU#OZ, CP 78160",2276,2015-03-11,24,22
7600,SERVICIO SAN MARTIN VIC SA DE CV,"JUSTO SIERRA NO. 26, COLONIA BARRIO LOS CUES, CP 79950",9689,2015-03-11,0,0
7601,"GASOLINERA JUAREZ Y COMPA%IA, SA DE CV","CALZADA DE GUADALUPE N 1195, COLONIA SAN JUAN DE GUADALUPE, CP 78350",2275,2015-03-10,32,0
7602,"DORADO MOTORS, SA DE CV","PERIFERICO PONIENTE N 150, COLONIA LA LOMA, CP 78110",4963,2015-03-10,16,0
7603,"EUROGAS DE SAN LUIS, S.A. DE C.V.","CARRETERA 57 KM.197+595 TRAMO QUERETARO-SAN LUIS S/N, COLONIA INDUSTRIAS, CP 78395",6618,2014-11-19,20,0
7604,"SERVICIO NAVA MEDRANO, S. A. DE C. V.","JUAREZ # 1521, COLONIA CENTRO, CP 78700",11593,2014-11-19,8,8
7605,"ENERGETICOS DE TAMUIN, S.A. DE C.V.","BENITO JUAREZ S/N, COLONIA PUEBLO NUEVO, CP 79200",6541,2014-11-18,12,3
7606,"SERVICIO EL LEONCITO, S.A. DE C.V.","CARRT. FED. 57 SAN LUIS POTOSI-MATEHUALA KM 53+900, COLONIA , CP ",6678,2014-11-17,18,1
7607,GOMEZ AVILA EMELIA MARIA JUVENTINA,"CARR. A ZACATECAS KM 10-450, COLONIA Sin Colonia, CP 78116",2303,2014-09-25,0,0
7608,"SERVICIO RELAMPAGO, S.A. DE C.V.","ARTICULO 123 NO. 100, COLONIA EL POLVORIN, CP 78300",7004,2014-09-25,24,0
7609,"SUPER SERVICIO FERMACAR 57, S. A. DE C. V.","CARRET.57 KM.64+400 TRAMO S.L.P.-MATEHUALA, COLONIA , CP ",8595,2014-09-25,15,1
7610,"SERVI EXXPRESS BOULEVARD, SA DE CV","CARR. SLP-RIOVERDE-VALLES KM 271.9, COLONIA ZONA CENTRO, CP 79610",2266,2014-09-24,20,0
7611,"GUERRA MOTORS, S.DE R.L. DE C.V.","AV 20 DE NOVIEMBRE N 1825, COLONIA BARRIO DE TLAXCALA, CP 78030",2280,2014-09-24,44,0
7612,"SERVICIOS GASOLINEROS DE MEXICO, SA DE CV","AV MU#OZ NO. 205, COLONIA VILLA CAMPESTRE, CP 78190",4955,2014-09-23,24,0
7613,"SERVICIO TATANACHO, S.A. DE C.V.","AV. HIMNO NACIONAL 545, COLONIA CENTRO, CP 78269",6945,2014-09-23,16,0
7614,"SERVICIO D’OLIVA, SA DE CV","CD VALLES-RIO VERDE S/N, COLONIA CUAHUTEMOC, CP 79040",3026,2014-09-22,18,1
7615,COMBUSTIBLES CASTILLA S.A DE C.V.,"MORELOS NO. 935, COLONIA S/C, CP 79650",7060,2014-09-22,16,2
7616,"NAVA, S.A. DE C.V.","CA HIDALGO N 312 SUR, COLONIA CENTRO, CP 78700",2293,2014-09-21,8,0
7617,"AUTOSERVICIO HIMNO NACIONAL, S.A. DE C.V.","HIMNO NACIONAL No. 4265, COLONIA HIMNO NACIONAL, CP 78340",7222,2014-09-21,8,4
7618,"SERVICIO LOS PICAPIEDRA, S.A. DE C.V.","CARRETERA CENTRAL 57 KM. 177+700, COLONIA , CP ",8733,2014-09-21,16,0
7619,"SERVICIO EJE 100, SA DE CV","AV. INDUSTRIAS ESQUINA EJE 100 S/N, COLONIA ZONA INDUSTRIAL, CP 78395",6056,2014-09-20,24,0
7620,"GASOLINERA DORADO, SA DE CV","CAPITAN CALDERA NO. 10, COLONIA BARRIO DE TEQUISQUIAPAN, CP 78220",6247,2014-09-20,0,0
7621,SUPER SERVICIO 5 DE MAYO S.A. DE C.V.,"CARRETERA MATEHUALA,SAN LUIS KM.1, COLONIA , CP ",2295,2014-09-16,16,7
7622,"COMBUSTIBLES Y LUBRICANTES DIAMANTE, S.A. DE C.V.","CARRETERA SAN LUIS-MATEHUALA KM. 1.5, COLONIA FRACC. LAS PALMAS, CP 78435",6436,2014-09-16,22,2
7623,"ULTRA SERVICIO LOMAS, S.A. DE C.V.","AVE. CORDILLERA DE LOS ALPES NO. 1000, COLONIA FRACC. VILLAS DEL PEDREGAL, CP 78218",4116,2014-09-15,28,3
7624,"KOPLA, S.A. DE C.V.","PERIFERICO SUR S/N, COLONIA , CP ",4125,2014-09-15,20,0
7625,"SUPER SERVICIO CLOUTHIER, S.A. DE C.V.","HIMNO NACIONAL NUM. 1901, COLONIA TANGAMANGA, CP 78269",8379,2014-09-15,16,0
7626,"GASOLINERA ISRAEL 57, S.A. DE C.V.","AV. BENITO JUAREZ NO. 1975, COLONIA FRACC. RESIDENCIAL LAS CUMBRES, CP 78343",10231,2014-09-15,16,1
7627,"AUTO SERVICIO GARMI,S.A.DE C.V.","AV ANILLO PERIFERICO N 136, COLONIA FRAC ESTRELLA DE ORIENTE, CP 78090",3469,2014-08-14,20,3
